Division,0
Teams,36
Number,Name,School,City,State,Country
8221,Cubix^3,,,,
28,PolyGnomes,,,,
4318,Green Machine - Reloaded!,,,,
7953,Vertigo,,,,
7182,Mechanical Paradox,,,,
5916,Bo-Bots,,,,
6055,GearTicks,,,,
8644,The Brainstormers,,,,
6347,Geared Up,,,,
365,MOE,,,,
4137,Islandbots,,,,
3113,Some Disassembly Required,,,,
2753,Team Overdrive,,,,
4029,2 Bits and a Byte,,,,
5421,RM'd and Dangerous,,,,
6996,Oncoming Storm,,,,
8462,Friends, Robots, Countrymen!,,,,
4924,Tuxedo Pandas,,,,
8509,Steel Serpents,,,,
3774,Hive Voltage,,,,
7120,Bionica,,,,
6029,Robowiz,,,,
5169,Watt's Up?,,,,
8379,The Parity Bits,,,,
3477,Geeks in Just Their Underpants,,,,
7266,Dragonettes,,,,
5378,Team Aperture,,,,
121,Rhode Rage,,,,
4531,Purple Chaos,,,,
9244,Lenape Robotics,,,,
8391,W-Prime Robotics,,,,
207,Critical Mass,,,,
6719,Piotech,,,,
5030,ClashBots,,,,
5308,Orange Hornets,,,,
7423,Flaming Phoenix,,,,
Rank,Number,Name,QP,RP,Highest,Matches
1,8221,Cubix^3,16,3079,746,9
2,28,PolyGnomes,16,2255,568,9
3,4318,Green Machine - Reloaded!,16,2010,728,9
4,7953,Vertigo,14,2871,746,9
5,7182,Mechanical Paradox,14,2752,765,9
6,5916,Bo-Bots,14,2419,666,9
7,6055,GearTicks,14,2395,643,9
8,8644,The Brainstormers,14,2333,765,9
9,6347,Geared Up,14,2024,587,9
10,365,MOE,12,2875,585,9
11,4137,Islandbots,12,2803,522,9
12,3113,Some Disassembly Required,12,2276,619,9
13,2753,Team Overdrive,10,3259,667,9
14,4029,2 Bits and a Byte,10,2818,616,9
15,5421,RM'd and Dangerous,10,2727,534,9
16,6996,Oncoming Storm,10,2659,629,9
17,8462,Friends, Robots, Countrymen!,10,2295,551,9
18,4924,Tuxedo Pandas,10,1975,480,9
19,8509,Steel Serpents,8,2013,536,9
20,3774,Hive Voltage,8,1971,693,9
21,7120,Bionica,8,1684,405,9
22,6029,Robowiz,8,1670,500,9
23,5169,Watt's Up?,6,2510,458,9
24,8379,The Parity Bits,6,2355,451,9
25,3477,Geeks in Just Their Underpants,6,1858,579,9
26,7266,Dragonettes,6,1830,607,9
27,5378,Team Aperture,6,1815,604,9
28,121,Rhode Rage,6,1708,651,9
29,4531,Purple Chaos,6,1625,643,9
30,9244,Lenape Robotics,6,1363,633,9
31,8391,W-Prime Robotics,4,2009,500,9
32,207,Critical Mass,4,1699,396,9
33,6719,Piotech,4,1557,456,9
34,5030,ClashBots,2,1834,495,9
35,5308,Orange Hornets,2,1780,440,9
36,7423,Flaming Phoenix,0,2002,520,9
Name,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RedTot,RedAuto,RedAutoB,RedTele,RedEndG,RedPen,BlueTot,BlueRedAuto,BlueAutoB,BlueTele,BlueEndG,BluePen
Q-21,328-372 B,3774,4137,0,8379,8462,0,328.0,80.0,0.0,66.0,172.0,10.0,372.0,100.0,0.0,90.0,172.0,10.0
Q-22,512-404 R,9244,6055,0,8509,5169,0,512.0,50.0,0.0,200.0,262.0,0.0,404.0,80.0,0.0,116.0,158.0,50.0
Q-23,268-533 B,6719,5421,0,7953,8644,0,268.0,0.0,0.0,32.0,216.0,20.0,533.0,110.0,0.0,255.0,168.0,0.0
Q-24,244-463 B,5378,6996,0,5916,4318,0,244.0,20.0,0.0,184.0,40.0,0.0,463.0,50.0,0.0,201.0,212.0,0.0
Q-25,251-228 R,6029,4924,0,207,121,0,251.0,50.0,0.0,51.0,150.0,0.0,228.0,20.0,0.0,0.0,198.0,10.0
Q-26,188-440 B,8391,4531,0,5308,7182,0,188.0,50.0,0.0,54.0,74.0,10.0,440.0,20.0,0.0,144.0,226.0,50.0
Q-27,562-316 R,3477,365,0,5030,7423,0,562.0,80.0,0.0,240.0,242.0,0.0,316.0,110.0,0.0,116.0,90.0,0.0
Q-28,50-475 B,3774,6719,0,3113,2753,0,50.0,0.0,0.0,10.0,40.0,0.0,475.0,50.0,0.0,275.0,100.0,50.0
Q-29,490-568 B,8644,6055,0,6996,28,0,490.0,80.0,0.0,260.0,140.0,10.0,568.0,80.0,0.0,330.0,98.0,60.0
Q-30,503-391 R,8221,4137,0,5916,5169,0,503.0,50.0,0.0,299.0,94.0,60.0,391.0,20.0,0.0,129.0,232.0,10.0
Q-31,421-316 R,5421,7182,0,8379,207,0,421.0,50.0,0.0,177.0,134.0,60.0,316.0,110.0,0.0,0.0,196.0,10.0
Q-32,202-270 B,121,4531,0,7266,4318,0,202.0,20.0,0.0,72.0,70.0,40.0,270.0,20.0,0.0,0.0,150.0,100.0
Q-33,363-229 R,365,8509,0,5308,8462,0,363.0,80.0,0.0,203.0,80.0,0.0,229.0,20.0,0.0,129.0,80.0,0.0
Q-34,207-245 B,7423,5378,0,7120,4924,0,207.0,50.0,0.0,137.0,20.0,0.0,245.0,50.0,0.0,75.0,70.0,50.0
Q-35,579-110 R,3477,4029,0,6347,6029,0,579.0,80.0,0.0,261.0,178.0,60.0,110.0,20.0,0.0,0.0,90.0,0.0
Q-36,321-220 R,7953,5030,0,9244,8391,0,321.0,110.0,0.0,101.0,60.0,50.0,220.0,70.0,0.0,30.0,70.0,50.0
Q-37,245-244 R,121,3113,0,6055,4137,0,245.0,20.0,0.0,105.0,70.0,50.0,244.0,110.0,0.0,64.0,10.0,60.0
Q-38,190-290 B,8221,207,0,3774,28,0,190.0,60.0,0.0,0.0,120.0,10.0,290.0,50.0,0.0,156.0,84.0,0.0
Q-39,174-477 B,2753,4531,0,5421,4924,0,174.0,80.0,0.0,24.0,60.0,10.0,477.0,110.0,0.0,75.0,192.0,100.0
Q-40,530-456 R,4318,365,0,7182,6719,0,530.0,80.0,0.0,248.0,192.0,10.0,456.0,110.0,0.0,134.0,152.0,60.0
Q-41,106-382 B,8391,5378,0,6347,8379,0,106.0,50.0,0.0,36.0,10.0,10.0,382.0,110.0,0.0,144.0,118.0,10.0
Q-42,140-480 B,7120,5308,0,4029,7953,0,140.0,20.0,0.0,0.0,70.0,50.0,480.0,20.0,0.0,282.0,178.0,0.0
Q-43,150-486 B,9244,7423,0,6996,8462,0,150.0,50.0,0.0,0.0,100.0,0.0,486.0,50.0,0.0,160.0,166.0,110.0
Q-44,403-160 R,8644,5916,0,3477,8509,0,403.0,80.0,0.0,293.0,20.0,10.0,160.0,20.0,0.0,0.0,90.0,50.0
Q-45,426-290 R,5169,7266,0,5030,6029,0,426.0,80.0,0.0,136.0,210.0,0.0,290.0,20.0,0.0,0.0,120.0,150.0
Q-46,140-643 B,8391,207,0,4531,6055,0,140.0,40.0,0.0,0.0,100.0,0.0,643.0,50.0,0.0,32.0,150.0,411.0
Q-47,422-470 B,5308,2753,0,6347,4137,0,422.0,100.0,0.0,252.0,70.0,0.0,470.0,110.0,0.0,148.0,212.0,0.0
Q-48,220-320 B,4924,9244,0,3113,365,0,220.0,20.0,0.0,90.0,90.0,20.0,320.0,20.0,0.0,226.0,74.0,0.0
Q-49,372-162 R,8509,5916,0,6719,8379,0,372.0,50.0,0.0,110.0,162.0,50.0,162.0,50.0,0.0,12.0,90.0,10.0
Q-50,140-765 B,7120,6029,0,8644,7182,0,140.0,20.0,0.0,0.0,120.0,0.0,765.0,170.0,0.0,375.0,170.0,50.0
Q-51,389-629 B,5030,4029,0,8221,6996,0,389.0,40.0,0.0,249.0,100.0,0.0,629.0,20.0,0.0,339.0,190.0,80.0
Q-52,215-294 B,5421,7266,0,5378,8462,0,215.0,70.0,0.0,95.0,40.0,10.0,294.0,20.0,0.0,122.0,152.0,0.0
Q-53,384-324 R,5169,4318,0,7423,3774,0,384.0,0.0,0.0,162.0,212.0,10.0,324.0,20.0,0.0,18.0,236.0,50.0
Q-54,346-502 B,7953,3477,0,28,121,0,346.0,110.0,0.0,0.0,186.0,50.0,502.0,80.0,0.0,272.0,100.0,50.0
Q-55,427-396 R,2753,8391,0,5916,7120,0,427.0,80.0,0.0,213.0,84.0,50.0,396.0,20.0,0.0,204.0,172.0,0.0
Q-56,110-322 B,5308,5030,0,6719,207,0,110.0,20.0,0.0,20.0,70.0,0.0,322.0,60.0,0.0,30.0,222.0,10.0
Q-57,633-102 R,9244,8221,0,5378,4531,0,633.0,50.0,0.0,333.0,200.0,50.0,102.0,20.0,0.0,52.0,20.0,10.0
Q-58,306-399 B,8462,4029,0,6055,4318,0,306.0,20.0,0.0,186.0,50.0,50.0,399.0,110.0,0.0,195.0,94.0,0.0
Q-59,356-517 B,8379,6029,0,7953,3113,0,356.0,140.0,0.0,18.0,198.0,0.0,517.0,80.0,0.0,189.0,248.0,0.0
Q-60,551-520 R,28,7182,0,4137,7423,0,551.0,100.0,0.0,231.0,110.0,110.0,520.0,140.0,0.0,242.0,58.0,80.0
Q-61,434-534 B,3477,5169,0,6996,5421,0,434.0,20.0,0.0,132.0,232.0,50.0,534.0,70.0,0.0,308.0,156.0,0.0
Q-62,334-693 B,121,365,0,3774,8644,0,334.0,80.0,0.0,44.0,110.0,100.0,693.0,110.0,0.0,261.0,272.0,50.0
Q-63,211-178 R,8509,6347,0,4924,7266,0,211.0,80.0,0.0,33.0,48.0,50.0,178.0,50.0,0.0,48.0,60.0,20.0
Q-64,373-728 B,3113,5308,0,4318,8221,0,373.0,20.0,0.0,171.0,182.0,0.0,728.0,100.0,0.0,356.0,262.0,10.0
Q-65,551-666 B,7953,8462,0,2753,5916,0,551.0,140.0,0.0,159.0,252.0,0.0,666.0,80.0,0.0,344.0,242.0,0.0
Q-66,184-364 B,207,6996,0,7120,4137,0,184.0,80.0,0.0,14.0,40.0,50.0,364.0,80.0,0.0,108.0,126.0,50.0
Q-67,310-300 R,5378,6055,0,6029,6719,0,310.0,50.0,0.0,114.0,146.0,0.0,300.0,50.0,0.0,20.0,130.0,100.0
Q-68,438-473 B,8644,8379,0,4029,4531,0,438.0,40.0,0.0,186.0,162.0,50.0,473.0,20.0,0.0,243.0,160.0,50.0
Q-69,373-412 B,121,7423,0,5421,8509,0,373.0,20.0,0.0,69.0,234.0,50.0,412.0,110.0,0.0,50.0,202.0,50.0
Q-70,372-110 R,3774,6347,0,9244,5030,0,372.0,50.0,0.0,110.0,212.0,0.0,110.0,70.0,0.0,30.0,10.0,0.0
Q-71,516-210 R,365,28,0,5169,8391,0,516.0,20.0,0.0,246.0,200.0,50.0,210.0,20.0,0.0,150.0,40.0,0.0
Q-72,462-164 R,4924,7182,0,3477,7266,0,462.0,110.0,0.0,186.0,166.0,0.0,164.0,70.0,0.0,24.0,70.0,0.0
Q-73,286-396 B,3113,5378,0,4029,207,0,286.0,20.0,0.0,46.0,220.0,0.0,396.0,20.0,0.0,240.0,116.0,20.0
Q-74,255-351 B,4318,5421,0,4137,6029,0,255.0,40.0,0.0,149.0,66.0,0.0,351.0,80.0,0.0,51.0,220.0,0.0
Q-75,223-60 R,6347,4531,0,7423,6719,0,223.0,20.0,0.0,87.0,116.0,0.0,60.0,20.0,0.0,0.0,40.0,0.0
Q-76,257-114 R,8462,7120,0,5030,121,0,257.0,20.0,0.0,207.0,30.0,0.0,114.0,70.0,0.0,34.0,10.0,0.0
Q-77,470-198 R,6055,3774,0,5308,3477,0,470.0,110.0,0.0,144.0,166.0,50.0,198.0,20.0,0.0,0.0,128.0,50.0
Q-78,441-114 R,9244,5916,0,7266,28,0,441.0,50.0,0.0,179.0,212.0,0.0,114.0,20.0,0.0,54.0,30.0,10.0
Q-79,458-500 B,5169,4924,0,8391,8644,0,458.0,50.0,0.0,198.0,210.0,0.0,500.0,30.0,0.0,258.0,212.0,0.0
Q-80,536-746 B,8509,7182,0,8221,7953,0,536.0,110.0,0.0,154.0,262.0,10.0,746.0,120.0,0.0,334.0,292.0,0.0
Q-81,451-585 B,6996,8379,0,365,2753,0,451.0,80.0,0.0,273.0,98.0,0.0,585.0,80.0,0.0,327.0,178.0,0.0
SF-1-1,856-454 R,8221,7182,5916,7953,4029,365,856.0,120.0,0.0,384.0,292.0,60.0,454.0,110.0,0.0,154.0,190.0,0.0
SF-1-2,533-514 R,8221,7182,5916,7953,4029,365,533.0,80.0,0.0,363.0,90.0,0.0,514.0,50.0,0.0,132.0,282.0,50.0
SF-2-1,476-340 R,28,8644,6996,4318,2753,6055,476.0,20.0,0.0,184.0,222.0,50.0,340.0,20.0,0.0,240.0,30.0,50.0
SF-2-2,262-90 R,28,8644,6996,4318,2753,6055,262.0,50.0,0.0,114.0,98.0,0.0,90.0,20.0,0.0,30.0,30.0,10.0
F-1,598-356 R,8221,7182,5916,28,8644,6996,598.0,70.0,0.0,222.0,256.0,50.0,356.0,110.0,0.0,0.0,246.0,0.0
F-2,607-543 R,8221,7182,5916,28,8644,6996,607.0,80.0,0.0,265.0,262.0,0.0,543.0,110.0,0.0,293.0,140.0,0.0
